Released Date,Movie,Worldwide,India Telugu Net,India Gross,Overseas,Budget,Verdict,Genres,Industry,Original Languages,Dubbed Languages,Status,Region,India Malayalam Net,India Hindi Net,India Gujarati Net,India Marathi Net,India Bengali Net
03 Nov,Ittefaq,51.47,,38.73,12.74,20,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,30.21,,,
20 Oct,Golmaal Again,308.62,,262.88,45.74,80,Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,205.69,,,
19 Oct,Secret Superstar,912.75,,81.28,831.47,15,SuperHit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,63.4,,,
06 Oct,Chef,10.06,,8.85,1.21,13,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,6.37,,,
29 Sep,Judwaa 2,227.51,,192.43,35.08,65,SuperHit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,138.55,,,
22 Sep,Haseena Parkar,11.12,,11.11,0.01,15,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,8.06,,,
22 Sep,Bhoomi (film),14.84,,14.28,0.56,25,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,10.33,,,
22 Sep,Newton,28.35,,28.35,0,15,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,20.54,,,
15 Sep,Simran,27.63,,23.9,3.73,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,17.21,,,
15 Sep,Lucknow Central,16.95,,15.56,1.39,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,11.2,,,
15 Sep,Patel Ki Punjabi Shaddi,2.5,,2,0.5,10,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.56,,,
08 Sep,Poster Boys,14.81,,14.31,0.5,18,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,11.28,,,
08 Sep,Daddy,11.59,,11.25,0.34,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,8.15,,,
01 Sep,Baadshaho,123.5,,108.47,15.03,85,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,78.1,,,
01 Sep,Shubh Mangal Saavdhan,64.06,,59.4,4.66,25,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,42.79,,,
25 Aug,A Gentleman,38.3,,28.6,9.7,65,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,20.59,,,
25 Aug,Babumoshai Bandookbaaz,18.24,,18.24,0,10,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,13.23,,,
18 Aug,Bareilly Ki Barfi,58.62,,47.86,10.76,20,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,34.27,,,
18 Aug,Partition: 1947,1.08,,0.98,0.1,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.73,,,
11 Aug,Toilet Ek Prem Katha,316.59,,186.42,130.17,18,SuperHit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,134.42,,,
04 Aug,Jab Harry Met Sejal,111.04,,89.25,21.79,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,64.26,,,
28 Jul,Mubarakan,93.24,,76.88,16.36,63,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,55.48,,,
28 Jul,Indu Sarkar,6.88,,6.88,0,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,4.95,,,
27 Jul,Munna Michael,48.28,,45.68,2.6,41,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,32.88,,,
21 Jul,Lipstick Under My Burkha,26.68,,25.95,0.73,6,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,19.16,,,
14 Jul,Jagga Jasoos,83.35,,75.22,8.13,125,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,54.16,,,
07 Jul,MOM,65,,51.8,13.2,35,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,37.28,,,
06 Jul,Guest iin London,11.9,,11.04,0.86,28,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,10.64,,,
23 Jun,Tubelight,211.25,,165.64,45.61,100,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,119.26,,,
16 Jun,Bank Chor,10.17,,10.17,0,15,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,7.32,,,
09 Jun,Raabta,39.08,,35.65,3.43,45,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,25.67,,,
09 Jun,Behen Hogi Teri,3.05,,2.69,0.36,13,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.99,,,
26 May,Sachin A Billion Dreams,70.87,,65.15,5.72,39,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,50.89,,,
26 May,Sachin: A Billion Dreams,70.87,,65.15,5.72,39,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,50.89,,,
19 May,Hindi Medium,334.06,,96.65,237.41,23,SuperHit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,69.59,,,
19 May,Half Girlfriend,97.7,,81.36,16.34,58,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,60.29,,,
28 Apr,Baahubali 2  The Conclusion,1788.06,,1416.9,371.16,250,All Time Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1030.42,,,
21 Apr,Noor,-,,0,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,5.52,,,
21 Apr,Maatr,-,,0,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.68,,,
14 Apr,Begum Jaan,-,,0,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,17.83,,,
31 Mar,Naam Shabana,55,,48,7,25,Above Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,36.78,,,
24 Mar,Anaarkali Of Aarah,-,,0,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.47,,,
10 Mar,Badrinath Ki Dulhania,201.07,,162.17,38.9,44,SuperHit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,117.89,,,
03 Mar,Commando 2,39.05,,33.88,5.17,26,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,25.11,,,
24 Feb,Rangoon,39.8,,28.02,11.78,60,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,20.76,,,
17 Feb,The Ghazi Attack,34.5,,27.4,7.1,16,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,20.3,,,
10 Feb,Jolly LLB 2,197.33,,162.5,34.83,30,SuperHit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,117,,,
25 Jan,Kaabil,178.1,,145.8,32.3,35,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,104.34,,,
25 Jan,Raees,285,,227.18,57.82,92,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,164.63,,,
13 Jan,OK Jaanu,39.3,,32.85,6.45,27,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,23.65,,,
28 Dec,Simmba,390,,295,95,90,Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,240.3,,,
21 Dec,Zero,178,,120.8,57.2,200,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,96.61,,,
21 Dec,K.G.F : Chapter 1,237.75,,227.75,10,80,Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,44.42,,,
07 Dec,Kedarnath,96,,85,11,50,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,68.57,,,
29 Nov,2.0,744.78,,551.5,193.28,543,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,190.48,,,
23 Nov,Bhaiaji Superhit,8.2,,8.2,0,40,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,6.5,,,
16 Nov,Pihu,3.7,,3.7,0,2,Above Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,3,,,
08 Nov,Thugs Of Hindostan,327.51,,194,133.51,300,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,145.55,,,
26 Oct,Baazaar,40,,36,4,35,Below Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,28.26,,,
26 Oct,5 Weddings,4.5,,2.5,2,20,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.74,,,
18 Oct,Namaste England,12,,11.5,0.5,50,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,9,,,
18 Oct,Badhaai Ho,220,,176,44,23,Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,137.31,,,
12 Oct,Helicopter Eela,7.2,,5.7,1.5,15,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,4.52,,,
12 Oct,Tumbbad,52.25,,52.25,0,1,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,10.14,,,
12 Oct,Jalebi,4.2,,4.2,0,1,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,3.2,,,
12 Oct,FryDay,2.75,,2.73,0.02,15,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.07,,,
05 Oct,Andhadhun,438.38,,95.1,343.28,17,SuperHit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,74.32,,,
05 Oct,Loveyatri,18,,15.5,2.5,22,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,11.4,,,
28 Sep,Sui Dhaaga - Made In India,124.6,,100.6,24,40,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,79.07,,,
28 Sep,Pataakha,13.3,,13,0.3,20,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,10.12,,,
21 Sep,Manto,3.7,,3.5,0.2,10,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.72,,,
21 Sep,Batti Gul Meter Chalu,58.4,,52.4,6,55,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,40.88,,,
14 Sep,Mitron,5,,4.7,0.3,15,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,3.6,,,
14 Sep,Manmarziyaan,41.5,,35.5,6,30,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,27.8,,,
14 Sep,Love Sonia,3.33,,3.03,0.3,15,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.22,,,
07 Sep,Paltan,14,,13,1,25,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,10.26,,,
07 Sep,Laila Majnu,3.4,,3.2,0.2,10,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.72,,,
31 Aug,Yamla Pagla Deewana Phir Se,17,,14.5,2.5,30,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,11.7,,,
31 Aug,Stree,182,,167,15,30,Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,129.83,,,
24 Aug,Genius,7.5,,7.1,0.4,30,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,5.97,,,
24 Aug,Happy Phirr Bhag Jayegi,31,,28,3,30,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,21.94,,,
15 Aug,Gold,158,,141,17,75,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,109.58,,,
15 Aug,Satyameva Jayate,121,,116,5,45,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,90.39,,,
03 Aug,Mulk,30.5,,27.5,3,18,Above Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,20.88,,,
03 Aug,Karwaan,29.5,,26.5,3,20,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,20.32,,,
03 Aug,Fanney Khan,19.25,,14.75,4.5,18,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,11.67,,,
20 Jul,Dhadak,113,,95,18,30,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,74.19,,,
13 Jul,Soorma,47,,41,6,32,Above Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,32.04,,,
29 Jun,Sanju,588.5,,438.5,150,100,All Time Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,342.57,,,
15 Jun,Race 3,300,,217,83,170,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,169.5,,,
01 Jun,Veere Di Wedding,140,,105,35,30,SuperHit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,81.39,,,
25 May,Parmanu The Story Of Pokhran,91,,84,7,45,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,65.46,,,
11 May,Raazi,195,,158,37,37,Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,123.74,,,
04 May,102 Not Out,115.68,,67,48.68,34,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,52.15,,,
13 Apr,October,67.5,,59,8.5,40,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,45.6,,,
06 Apr,Blackmail,30,,27,3,20,Above Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,20.42,,,
06 Apr,Nanu Ki Jaanu,-,,0,-,15,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,4,,,
30 Mar,Baaghi 2,257,,211.84,45.16,75,Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,165.5,,,
23 Mar,Hichki,236.48,,59,177.48,20,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,45.82,,,
16 Mar,Raid,154.19,,132.14,22.05,35,SuperHit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,103.07,,,
09 Mar,Hate Story 4,31,,29,2,15,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,22.26,,,
09 Mar,Dil Juunglee,-,,0,-,10,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.95,,,
09 Mar,3 Storeys,-,,0,-,10,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,1.85,,,
02 Mar,Pari,39,,36.67,2.33,30,Above Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,28.7,,,
23 Feb,Sonu Ke Titu Ki Sweety,156.46,,139.46,17,40,Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,108.95,,,
16 Feb,Aiyaary,30.59,,21.78,8.81,65,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,17.01,,,
09 Feb,Padman,205.84,,105,100.84,20,SuperHit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,81.74,,,
25 Jan,Padmaavat,585,,400,185,215,Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,302.15,,,
12 Jan,Kaalakaandi,-,,0,-,25,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,7.5,,,
12 Jan,1921,22.8,,20.4,2.4,15,Above Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,15.94,,,
12 Jan,Mukkabaaz,-,,0,-,10,Above Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,10.35,,,
23 Dec 2022,Cirkus,60.6,,45.6,15,70,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,38.64,,,
16 Dec 2022,Avatar: The Way of Water,17380,,477.5,16902.5,3200,Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,127.77,,,
09 Dec 2022,Salaam Venky,3.36,,2.86,0.5,15,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.42,,,
09 Dec 2022,Maarrich,-,,0.24,-,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.2,,,
02 Dec 2022,An Action Hero,16.85,,13.35,3.5,30,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,11.3,,,
25 Nov 2022,Bhediya,94.91,,81.41,13.5,60,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,68.67,,,
18 Nov 2022,Drishyam 2,342.31,,282.81,59.5,50,Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,239.67,,,
11 Nov 2022,Uunchai,48.32,,38.82,9.5,45,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,32.9,,,
11 Nov 2022,Yashoda,32.13,,23.63,8.5,30,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.8,,,
11 Nov 2022,Black Panther: Wakanda Forever,6634,,87.24,6546.76,1250,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,21.59,,,
04 Nov 2022,Phone Bhoot,17.62,,15.12,2.5,25,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,12.81,,,
04 Nov 2022,Mili,3.82,,3.32,0.5,10,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,2.82,,,
25 Oct 2022,Har Har Mahadev,8.65,,11.51,0,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.07,,,
25 Oct 2022,Ram Setu,96.74,,89.24,7.5,150,Below Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,74.63,,,
25 Oct 2022,Thank God,48.99,,42.49,6.5,70,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,36.35,,,
21 Oct 2022,Ginna,0.24,,0.42,0.01,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.019,,,
20 Oct 2022,Black Adam,2985,,57.52,2927.48,1500,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,21.85,,,
14 Oct 2022,Code Name: Tiranga,1.07,,0.87,0.2,1,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.74,,,
14 Oct 2022,Doctor G,44.01,,33.01,11,25,None,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,27.98,,,
07 Oct 2022,Goodbye,10.55,,8.05,2.5,25,Flop,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,6.82,,,
05 Oct 2022,Godfather,107,,87,20,100,Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,8.46,,,
30 Sep 2022,Ponniyin Selvan - Part 1,488.36,,313.36,175,250,Hit,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,22.91,,,
30 Sep 2022,Kantara,407.82,,363.82,44,16,Blockbuster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,84.77,,,
30 Sep 2022,Vikram Vedha,135.44,,93.1,42.34,150,Below Average,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,78.9,,,
23 Sep 2022,Prem Geet 3,4.84,,1.12,3.72,1,Disaster,"Drama, Romance, Comedy",Bollywood,Hindi,"Telugu, Malayalam, Marathi, Gujarati, Bengali",Released,North-Central India,,0.92,,,
